title,journal,url,authors,doi,search_term,dataset_id
Single beam echo-sounding dataset and digital elevation model of the southeastern part of the Baltic Sea (Russian sector),Data in Brief,https://doaj.org/toc/2352-3409,"Dorokhov, Dmitry, Dudkov, Ivan, Sivkov, Vadim",10.1016/j.dib.2019.104123,Digital Elevation Model Data,dataset-631
UNMANNED AERIAL VEHICLE COLLISION AVOIDANCE USING DIGITAL ELEVATION MODEL,Vìsnik Nacìonalʹnogo Avìacìjnogo Unìversitetu,http://jrnl.nau.edu.ua/index.php/visnik/article/view/3858,"Volodymyr Kharchenko, Nataliia Kuzmenko",10.18372/2306-1472.54.3858,Digital Elevation Model Data,dataset-631
Generation of High Resolution Digital Elevation Model (1m) for the University of Baghdad Camp Using DGPS and GIS,Journal of University of Babylon,http://www.uobjournal.com/papers/uobj_paper_2017_51833436.pdf,"Musa. K. Mohsin, Huda. M. Hamid",,Digital Elevation Model Data,dataset-631
DIGITAL ELEVATION MODEL TO VISUALIZE SMALL SPATIAL OBJECT IN 3D,Matics,http://ejournal.uin-malang.ac.id/index.php/saintek/article/view/1559,Cahyo Crysdian,10.18860/mat.v0i0.1559,Digital Elevation Model Data,dataset-631
Soil-landscape modelling using fuzzy c-means clustering of attribute data derived from a Digital Elevation Model (DEM).,,https://research.utwente.nl/en/publications/soil--landscape-modelling-using-fuzzy-c--means-clustering-of-attribute-data-derived-from-a-digital-elevation-model-dem(dd792042-e942-415a-9c64-fc6f84043419).html,"de Bruin, S., Stein, A.",,Digital Elevation Model Data,dataset-631
New high-fidelity terrain modeling method constrained by terrain semanteme.,PLoS ONE,http://dx.doi.org/10.1371/journal.pone.0198530.t001,"Zhou, Bo, Xu, Junbo, Zhang, Xuedong, Liu, Xuejun",10.1371/journal.pone.0198530,Digital Elevation Model Data,dataset-631
"Development Of Digital Elevation Model For Okomu National Park, Nigeria",,http://dx.doi.org/10.5281/zenodo.1241194,"Chukwu, Onyekachi, Alo, Akintunde A., Ezenwenyi, Jacinta U.",10.5281/zenodo.1241194,Digital Elevation Model Data,dataset-631
"Development Of Digital Elevation Model For Okomu National Park, Nigeria",,http://dx.doi.org/10.5281/zenodo.1241195,"Chukwu, Onyekachi, Alo, Akintunde A., Ezenwenyi, Jacinta U.",10.5281/zenodo.1241195,Digital Elevation Model Data,dataset-631
GERAÇÃO DE MODELO DIGITAL DE TERRENO POR MEIO DA FILTRAGEM DE DADOS OBTIDOS POR VARREDURA A LASER UTILIZANDO UM MÉTODO BASEADO NO PRINCÍPIO DA DECLIVIDADE,Colloquium Exactarum,http://revistas.unoeste.br/revistas/ojs/index.php/ce/article/view/1013/1108,"Wallace Felipe Francisco Cardoso, Francisco Assis da Silva, Mário Augusto Pazoti",10.5747/ce.2014.v06.n1.e068,Digital Elevation Model Data,dataset-631
"Development of digital elevation model for Okomu National Park, Nigeria",Current Life Sciences,https://zenodo.org/record/1241195,"Chukwu, Onyekachi, Alo, Akintunde A., Ezenwenyi, Jacinta U.",10.5281/zenodo.1241194,Digital Elevation Model Data,dataset-631
Study of Digital Elevation Model (DEM) Extraction using Stereo Radargrammetry TerraSAR-X in Madiun Area – Elevation Accuracy Improvement,E3S Web of Conferences,https://www.e3s-conferences.org/articles/e3sconf/pdf/2019/20/e3sconf_isgnss2018_04003.pdf,"Sari Inggit L., Maulana Rachmat, Dyatmika Haris S., Suprijanto Agus, Arief Rahmat, Ali Shadiq",10.1051/e3sconf/20199404003,Digital Elevation Model Data,dataset-631
Development of a variogram procedure to identify spatial outliers using a supplemental digital elevation model,Journal of Hydrology X,http://www.sciencedirect.com/science/article/pii/S2589915519300136,"Zane D. Helwig, Joe Guggenberger, Andrew Curtis Elmore, Rachel Uetrecht",10.1016/j.hydroa.2019.100029,Digital Elevation Model Data,dataset-631
VEGETATION COVER MAPPING BASED ON REMOTE SENSING AND DIGITAL ELEVATION MODEL DATA,The International Archives of the Photogrammetry,https://doaj.org/toc/2194-9034,"Korets, M. A., Ryzhkova, V. A., Danilova, I. V., Prokushkin, A. S.",10.5194/isprs-archives-XLI-B8-699-2016,Digital Elevation Model Data,dataset-631
An Improved Digital Elevation Model of the Lunar Mons Rümker Region Based on Multisource Altimeter Data,Remote Sensing,http://dx.doi.org/10.3390/rs10091442,"Fei Li, Chang Zhu, Weifeng Hao, Jianguo Yan, Mao Ye, Jean-Pierre Barriot, Qing Cheng, Tao Sun",10.3390/rs10091442,Digital Elevation Model Data,dataset-631
A new 100-m Digital Elevation Model of the Antarctic Peninsula derived from ASTER Global DEM: methods and accuracy assessment,Earth System Science Data,http://dx.doi.org/10.5194/essd-4-129-2012,"Cook, A.J., Murray, T., Luckman, A., Vaughan, D.E., Barrand, N.E.",10.5194/essd-4-129-2012,Digital Elevation Model Data,dataset-631
DIGITAL ELEVATION MODEL APPROXIMATION FROM STREAM NETWORKS: A REVERSED APPROACH,,https://doaj.org/toc/2194-9034,M. Ghandehari,10.5194/isprsarchives-XL-1-W3-175-2013,Digital Elevation Model Data,dataset-631
OPEN-SOURCE DIGITAL ELEVATION MODEL (DEMs) EVALUATION WITH GPS AND LiDAR DATA,,https://doaj.org/toc/2194-9034,"N. F. Khalid, A. H. M. Din, K. M. Omar, M. F. A. Khanan, A. H. Omar, A. I. A. Hamid, M. F. Pa’suya",10.5194/isprs-archives-XLII-4-W1-299-2016,Digital Elevation Model Data,dataset-631
Accuracy Enhancement of ASTER Global Digital Elevation Models Using ICESat Data,Remote Sensing,http://dx.doi.org/10.3390/rs3071323,"Peter Reinartz, Hossein Arefi",10.3390/rs3071323,Digital Elevation Model Data,dataset-631
Digital Elevation Model for Republic of Moldova,Computer Science Journal of Moldova,http://www.math.md/nrofdownloads.php?file=/files/csjm/v3-n1/v3-n1-(pp75-92).pdf,"M. Zhuk, S. Novac, Gh. Sirodoev",,Digital Elevation Model Data,dataset-631
Generation and Assessment of Accuracy of Digital Elevation Model by Using Pcigeomatica (10.3),Journal of Asian Scientific Research,http://www.aessweb.com/download.php?id=1475,Kaveh Deilami,10.3390/a9040067,Digital Elevation Model Data,dataset-631
Comparison of interpolation methods and image correlation in the collection of data for digital elevation model,Tehnički vjesnik,https://hrcak.srce.hr/file/274440,"Šamanović, Sanja, Medak, Damir, Gajski, Dubravko",,Digital Elevation Model Data,dataset-631
Performance evaluation and sensitivity analysis of ASTER and SRTM (30m) DEM derived terrain variables in landslide susceptibility assessment: a case from the Western Ghats,"Environmental Research, Engineering and Management",http://erem.ktu.lt/index.php/erem/article/view/16385,"MV, Ninu Krishnan, M.A., Sharath Mohan, P., Pratheesh, H, Vijith",10.5755/j01.erem.73.2.16385,Digital Elevation Model Data,dataset-631
Comparison of interpolation methods and image correlation in the collection of data for digital elevation model,Tehnički Vjesnik,https://hrcak.srce.hr/file/274441,"Damir Medak, Sanja Šamanović, Dubravko Gajski",,Digital Elevation Model Data,dataset-631
DIGITAL ELEVATION MODEL INTERPOLATION BY FUSION OF MORPHOLOGICAL RECONSTRUCTION AND DISTANCE TRANSFORMATION,The International Archives of the Photogrammetry,https://doaj.org/toc/2194-9034,"Shen, J., Han, W. L., Ge, J., Zhang, L. B., Tan, H.",10.5194/isprs-archives-XLII-2-W7-881-2017,Digital Elevation Model Data,dataset-631
"Challenges and Opportunities for UAV-Based Digital Elevation Model Generation for Flood-Risk Management: A Case of Princeville, North Carolina",Sensors,https://doaj.org/toc/1424-8220,"Leila Hashemi-Beni, Jeffery Jones, Gary Thompson, Curt Johnson, Asmamaw Gebrehiwot",10.3390/s18113843,Digital Elevation Model Data,dataset-631
Assessment of Digital Elevation Model for Digital Soil Mapping in a Watershed with Gently Undulating Topography,,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-06832016000100304,"Moura-Bueno,Jean Michel, Dalmolin,Ricardo Simão Diniz, ten Caten,Alexandre, Ruiz,Luis Fernando Chimelo, Ramos,Priscila Vogelei, Dotto,André Carnieletto",10.1590/18069657rbcs20150022,Digital Elevation Model Data,dataset-631
"Using Digital Elevation Model and Remotely Sensed Data in Determining the Geomorphological and Morphometric Features: Gaziköy-Saros Region, Northwestern",International Journal of Environment and Geoinformatics,http://dergipark.gov.tr/download/article-file/290412,"Şinasi KAYA, Okan TUYSUZ",10.30897/ijegeo.303537,Digital Elevation Model Data,dataset-631
A Comparative Study of Three Non-Geostatistical Methods for Optimising Digital Elevation Model Interpolation,ISPRS International Journal of Geo-Information,http://dx.doi.org/10.3390/ijgi7080300,"Salekin, Serajis, Burgess, Jack H., Morgenroth, Justin, Mason, Euan G., Meason, Dean F.",10.3390/ijgi7080300,Digital Elevation Model Data,dataset-631
Effect of digital elevation model’s resolution in producing flood hazard maps,Global Journal of Environmental Science and Management,https://www.gjesm.net/article_33038_96c8277ea87418bf098b14e0e602b466.pdf,"J.L. Ogania, G.R. Puno, M.B.T. Alivio, J.M.G. Taylaran",10.22034/gjesm.2019.01.08,Digital Elevation Model Data,dataset-631
"Making Digital Elevation ModelsAccessible, Comprehensible, and Engaging through Real-Time Visualization",,https://pure.au.dk/portal/da/publications/making-digital-elevation-modelsaccessible-comprehensible-and-engaging-through-realtime-visualization(a95d41b7-cb61-4b1c-aebb-7eaffb278423).html,"Kjeldsen, Thomas Kim, Mikkelsen, Peter Trier, Mosegaard, Jesper",10.5278/ojs.perspektiv.v14i25.1231,Digital Elevation Model Data,dataset-631
Fusion Analysis of Optical Satellite Images and Digital Elevation Model for Quantifying Volume in Debris Flow Disaster,Remote Sensing,http://dx.doi.org/10.3390/rs11091096,Hiroyuki Miura,10.3390/rs11091096,Digital Elevation Model Data,dataset-631
"Evaluation and application of GPS and altimetry data over central Dronning Maud Land, Antarctica",,http://dx.doi.org/10.23689/fidgeo-254,"Wesche, Christine",10.23689/fidgeo-254,Digital Elevation Model Data,dataset-631
Hydrologic analysis of a flood based on a new Digital Elevation Model,The International Archives of the Photogrammetry,http://www.int-arch-photogramm-remote-sens-spatial-inf-sci.net/XL-7-W4/127/2015/isprsarchives-XL-7-W4-127-2015.pdf,"Nishio, M., Mori, M.",10.5194/isprsarchives-XL-7-W4-127-2015,Digital Elevation Model Data,dataset-631
Delineation of the Watersheds Basin in the Konya City and Modelling by Geographical Information System,,http://dergipark.gov.tr/jieas/issue/40298/481317,"Al-qaysi, Nahida Hameed Hamza",,Digital Elevation Model Data,dataset-631
The conservation value of elevation data accuracy and model sophistication in reserve design under sea‐level rise,Ecology and Evolution,http://europepmc.org/articles/PMC4667827,"Zhu, Mingjian, Hoctor, Tom, Volk, Mike, Frank, Kathryn, Linhoss, Anna",10.1002/ece3.1669,Digital Elevation Model Data,dataset-631
Evaluation of the Accuracy of Digital Elevation Model Produced from Different Open Source Data,Engineering Journal,http://joe.uobaghdad.edu.iq/index.php/main/article/view/j.eng.2019.08.07/647,Raghad Hadi Hasan,10.31026/j.eng.2019.08.07,Digital Elevation Model Data,dataset-631
Perspectives on Digital Elevation Model (DEM) Simulation for Flood Modeling in the Absence of a High-Accuracy Open Access Global DEM,,https://www.frontiersin.org/article/10.3389/feart.2018.00233/full,"Laurence Hawker, Paul Bates, Jeffrey Neal, Jonathan Rougier",10.3389/feart.2018.00233/full,Digital Elevation Model Data,dataset-631
A new 1 km digital elevation model of Antarctica derived from combined radar and laser data – Part 2: Validation and error estimates,,https://www.the-cryosphere.net/3/113/2009/,"J. A. Griggs, J. L. Bamber",10.5194/tc-3-113-2009,Digital Elevation Model Data,dataset-631
Automatic clod detection and boundary estimation from Digital Elevation Model images using different approaches,,https://hal.archives-ouvertes.fr/hal-00955394,"Chimi Chiadjeu, Olivier, Le Hégarat-Mascle, Sylvie, Vannier, Edwige, Taconet, Odile, Dusséaux, Richard",10.1016/j.catena.2014.02.003,Digital Elevation Model Data,dataset-631
DESIGN A FILTER TO DETECT AND REMOVE VEGETATION FROM ULTRA-CAM-X AERIAL IMAGES’ POINT CLOUD TO PRODUCE AUTOMATICALLY DIGITAL ELEVATION MODEL,,https://doaj.org/toc/2194-9034,"H. Enayati, M. Veissy, F. Rahimpour",10.5194/isprsarchives-XL-1-W5-159-2015,Digital Elevation Model Data,dataset-631
Research on colorized physical terrain modeling for intelligent vehicle navigation,Advances in Mechanical Engineering,https://doaj.org/toc/1687-8140,"Jingbin Hao, Hansong Ji, Hao Liu, Zhongkai Li, Haifeng Yang",10.1177/1687814018787410,Digital Elevation Model Data,dataset-631
Spectral filtering as a method of visualising and removing striped artefacts in digital elevation data,,http://openaccess.city.ac.uk/533/3/arrell_spectral_2007.pdf,"Arrell, K., Wise, S., Wood, J., Donoghue, D.",10.1002/esp.1597,Digital Elevation Model Data,dataset-631
Catchment properties in the Kruger National Park derived from the new TanDEM-X Intermediate Digital Elevation Model (IDEM),The International Archives of the Photogrammetry,https://doaj.org/toc/2194-9034,"Baade, J., Schmullius, C.",10.5194/isprsarchives-XL-7-W3-293-2015,Digital Elevation Model Data,dataset-631
Non-GNSS Smartphone Pedestrian Navigation Using Barometric Elevation and Digital Map-Matching,Sensors,http://www.mdpi.com/1424-8220/18/7/2232,"Broyles, Daniel, Kauffman, Kyle, Raquet, John, Smagowski, Piotr",10.3390/s18072232,Digital Elevation Model Data,dataset-631
PREPARATION OF THE DIGITAL ELEVATION MODEL FOR ORTHOPHOTO CR PRODUCTION,The International Archives of the Photogrammetry,https://doaj.org/toc/2194-9034,"Švec, Z., Pavelka, K.",10.5194/isprs-archives-XLI-B3-107-2016,Digital Elevation Model Data,dataset-631
"Comparison Between Topographic Expression of RADARSAT and DEM in Simpang Pulai to Pos Selim, Malaysia",EnvironmentAsia,http://www.tshe.org/ea/pdf/vol3s%20p93-97.pdf,M.F.Ramli,,Digital Elevation Model Data,dataset-631
"A full coverage, high-resolution, topographic model of Greenland computed from a variety of digital elevation data",,http://dx.doi.org/10.1029/96jb01912,"Ekholm, Simon",10.1029/96jb01912,Digital Elevation Model Data,dataset-631
Pushing the boundaries: integration of multi-source digital elevation model data for seamless geological mapping of the UK's coastal zone,,http://dx.doi.org/10.1017/S1755691015000134,"Westhead, Keith, Smith, Kay, Campbel, Evelyn, Colenutt, Andrew, McVey, Stuart",10.1017/S1755691015000134,Digital Elevation Model Data,dataset-631
Lossless data compression of grid-based digital elevation models: A png image format evaluation,,https://www.isprs-ann-photogramm-remote-sens-spatial-inf-sci.net/II-5/313/2014/,G. Scarmana,10.5194/isprsannals-II-5-313-2014,Digital Elevation Model Data,dataset-631
"Making Digital Elevation ModelsAccessible, Comprehensible, and Engaging through Real-Time Visualization",,http://dx.doi.org/10.5278/ojs.perspektiv.v14i25.1231,"Kjeldsen, Thomas, Mikkelsen, Peter Trier, Mosegaard, Jesper",10.5278/ojs.perspektiv.v14i25.1231,Digital Elevation Model Data,dataset-631
Digital elevation analysis for ditributed hydrological modelling : reducing scale dependence in effective hydraulic conductivity values,,https://hal.archives-ouvertes.fr/halsde-00441722,"Saulnier, Georges-Marie, Beven, K., Obled, Charles",,Digital Elevation Model Data,dataset-631
"External Validation of the ASTER GDEM2, GMTED2010 and CGIAR-CSI- SRTM v4.1 Free Access Digital Elevation Models (DEMs) in Tunisia and Algeria",Remote Sensing,http://dx.doi.org/10.3390/rs6054600,"Djamel Athmania, Hammadi Achour",10.3390/rs6054600,Digital Elevation Model Data,dataset-631
"Digital elevation model for Atlantic City, New Jersey: procedures, data sources, and analysis",,http://dx.doi.org/10.7282/t3kh0kh9,No Name Supplied,10.7282/t3kh0kh9,Digital Elevation Model Data,dataset-631
A new lunar digital elevation model from the Lunar Orbiter Laser Altimeter and SELENE Terrain Camera,Icarus,http://dx.doi.org/10.1016/j.icarus.2015.07.039,"Barker, M.K., Neumann, G.A., Haruyama, J., Mazarico, Erwan Matias, Zuber, Maria, Smith, David E.",10.1016/j.icarus.2015.07.039,Digital Elevation Model Data,dataset-631
"A geomorphology-based approach for digital elevation model fusion &ndash; case study in Danang city, Vietnam",,https://doaj.org/toc/2196-632X,"T. A. Tran, V. Raghavan, S. Masumoto, P. Vinayaraj, G. Yonezawa",10.5194/esurf-2-403-2014,Digital Elevation Model Data,dataset-631
Pembuatan Digital Elevation Model Resolusi 10m dari Peta RBI dan Survei GPS dengan Algoritma Anudem,Journal Keteknikan Pertanian,http://journal.ipb.ac.id/index.php/jtep/article/view/9656/7558,"Indarto, Debby Rio Prasetyo",10.19028/jtep.02.1.55-63,Digital Elevation Model Data,dataset-631
A distributed model for real-time flood forecasting using digital elevation models,,http://oa.upm.es/48552/,"Garrote de Marcos, Luis, Bras, Rafael L.",10.1016/0022-1694(94)02592-Y,Digital Elevation Model Data,dataset-631
Hydropedological classification of landscape using digital elevation model and multispectral data,,http://dx.doi.org/10.13140/rg.2.2.11466.88002,"Jean-Daniel Sylvain, Michaud, Aubert, Goze-Gertin Bénié",10.13140/rg.2.2.11466.88002,Digital Elevation Model Data,dataset-631
Accuracy assessment of TanDEM-X IDEM using airborne LiDAR on the area of Poland,Geodesy and Cartography,http://www.degruyter.com/view/j/geocart.2017.66.issue-1/geocart-2017-0007/geocart-2017-0007.xml?format=INT,"Woroszkiewicz Małgorzata, Ewiak Ireneusz, Lulkowska Paulina",10.1515/geocart-2017-0007,Digital Elevation Model Data,dataset-631
DEVELOPMENT OF MORPHOLOGICALLY CONSISTENT DIGITAL ELEVATION MODEL FOR IMPROVING RIVERINE FLOOD IMPACT ASSESSMENT IN DATA-POOR AREAS,,http://dx.doi.org/10.13140/rg.2.2.10015.71849,Md Nowfel Mahmud Bhuyian,10.13140/rg.2.2.10015.71849,Digital Elevation Model Data,dataset-631
Accuracy Assessment of Open Source Digital Elevation Models,Journal of University of Babylon,https://journalofbabylon.com/index.php/JUB/article/view/601,Aqeel Abboud Abdul Hassan,,Digital Elevation Model Data,dataset-631
Evaluation of the data quality of digital elevation models in the context of INSPIRE,,http://hdl.handle.net/10084/111433,"Chudý, Radoslav, Iring, Martin, Feciskanin, Richard",,Digital Elevation Model Data,dataset-631
DIGITAL ELEVATION MODEL FROM NON-METRIC CAMERA IN UAS COMPARED WITH LIDAR TECHNOLOGY,,https://doaj.org/toc/2194-9034,"O. M. Dayamit, M. F. Pedro, R. R. Ernesto, B. L. Fernando",10.5194/isprsarchives-XL-1-W4-411-2015,Digital Elevation Model Data,dataset-631
PROTOTYPE OF NATIONAL DIGITAL ELEVATION MODEL IN INDONESIA,,https://www.int-arch-photogramm-remote-sens-spatial-inf-sci.net/XLII-4/609/2018/isprs-archives-XLII-4-609-2018.pdf,"D. B. Susetyo, Y. A. Lumban-Gaol, I. Sofian",10.5194/isprs-archives-XLII-4-609-2018,Digital Elevation Model Data,dataset-631
An evaluation of onshore digital elevation models for modeling tsunami inundation zones,Frontiers in Earth Science,http://dx.doi.org/10.3389/feart.2015.00032,"Griffin, Jonathan, Latief, Hamzah, Kongko, Widjo, Harig, Sven, Horspool, Nick, Hanung, Raditya, Rojali, Aditia, Maher, Nicola, Fuchs, Annika, Hossen, Jakir, Upi, Supryiati, Edi Dewanto, Sri, Rakowsky, Natalja, Cummins, Phil",10.3389/feart.2015.00032,Digital Elevation Model Data,dataset-631
Mapping CORINE Land Cover from Sentinel-1A SAR and SRTM Digital Elevation Model Data using Random Forests,Remote Sensing,http://dx.doi.org/10.3390/rs71114876,"Heiko Balzter, Beth Cole, Christian Thiel, Christiane Schmullius",10.3390/rs71114876,Digital Elevation Model Data,dataset-631
La réflectance et l'albédo de la neige dans la chaîne des monts Kluane : une méthode d'estimation utilisant des données satellitaires et un modèle numérique d'élévation.,,http://dx.doi.org/10.20381/ruor-14910,"Crevier, Yves.",10.20381/ruor-14910,Digital Elevation Model Data,dataset-631
WORLDDEM – A NOVEL GLOBAL FOUNDATION LAYER,,https://doaj.org/toc/2194-9034,"G. Riegler, S. D. Hennig, M. Weber",10.5194/isprsarchives-XL-3-W2-183-2015,Digital Elevation Model Data,dataset-631
A marked point process of rectangles and segments for automatic analysis of Digital Elevation Models,,https://hal.inria.fr/inria-00278882/file/ortner08.pdf,"Ortner , Mathias, Descombes , Xavier, Zerubia , Josiane",10.1109/TPAMI.2007.1159.,Digital Elevation Model Data,dataset-631
Automatic Seamline Network Generation for Urban Orthophoto Mosaicking with the Use of a Digital Surface Model,Remote Sensing,http://dx.doi.org/10.3390/rs61212334,"Qi Chen, Mingwei Sun, Xiangyun Hu, Zuxun Zhang",10.3390/rs61212334,Digital Elevation Model Data,dataset-631
Pemetaan Daerah Potensi Banjir Dengan Segmentasi Data Digital Elevation Model. Studi Kasus: Das Ciliwung Di DKI Jakarta 2007,,http://dx.doi.org/10.13140/rg.2.2.12363.69925,"Riyanto, Indra",10.13140/rg.2.2.12363.69925,Digital Elevation Model Data,dataset-631
Numerical Investigation of Terrain-Induced Turbulence in Complex Terrain Using High-Resolution Elevation Data and Surface Roughness Data Constructed with a Drone,Energies,http://dx.doi.org/10.3390/en12193766,"Uchida, Takanori",10.3390/en12193766,Digital Elevation Model Data,dataset-631
"Vertical accuracy assessment for SRTM and ASTER Digital Elevation Models: A case study of Najran city, Saudi Arabia",Ain Shams Engineering Journal,http://www.sciencedirect.com/science/article/pii/S2090447917300084,Ismail Elkhrachy,10.1016/j.asej.2017.01.007,Digital Elevation Model Data,dataset-631
Improving the Accuracy of Open Source Digital Elevation Models with Multi-Scale Fusion and a Slope Position-Based Linear Regression Method,Remote Sensing,http://dx.doi.org/10.3390/rs10121861,"Yu Tian, Shaogang Lei, Zhengfu Bian, Jie Lu, Shubi Zhang, Jie Fang",10.3390/rs10121861,Digital Elevation Model Data,dataset-631
Incorporating Surface Elevation Information in UAV Multispectral Images for Mapping Weed Patches,Journal of Imaging,https://doaj.org/toc/2313-433X,"Theodota Zisi, Thomas K. Alexandridis, Spyridon Kaplanis, Ioannis Navrozidis, Afroditi-Alexandra Tamouridou, Anastasia Lagopodi, Dimitrios Moshou, Vasilios Polychronos",10.3390/jimaging4110132,Digital Elevation Model Data,dataset-631
